geoid,name,B01003001,"B01003001, Error"
14000US47051960700,"Census Tract 9607, Franklin, TN",4157,522
14000US47051960800,"Census Tract 9608, Franklin, TN",3252,440
14000US47053966100,"Census Tract 9661, Gibson, TN",2276,331
14000US47053966200,"Census Tract 9662, Gibson, TN",3599,485
14000US47053966300,"Census Tract 9663, Gibson, TN",2492,429
14000US47053966400,"Census Tract 9664, Gibson, TN",5904,670
14000US47053966501,"Census Tract 9665.01, Gibson, TN",2361,386
14000US47053966502,"Census Tract 9665.02, Gibson, TN",3023,452
14000US47053966600,"Census Tract 9666, Gibson, TN",2053,278
14000US47053966701,"Census Tract 9667.01, Gibson, TN",2284,540
14000US47053966702,"Census Tract 9667.02, Gibson, TN",3255,487
14000US47053966800,"Census Tract 9668, Gibson, TN",1111,252
14000US47053966900,"Census Tract 9669, Gibson, TN",2676,450
14000US47053967001,"Census Tract 9670.01, Gibson, TN",3728,446
14000US47053967002,"Census Tract 9670.02, Gibson, TN",2861,390
14000US47053967100,"Census Tract 9671, Gibson, TN",8464,735
14000US47053967300,"Census Tract 9673, Gibson, TN",873,156
14000US47053967400,"Census Tract 9674, Gibson, TN",3318,375
14000US47053980100,"Census Tract 9801, Gibson, TN",0,13
14000US47055920100,"Census Tract 9201, Giles, TN",3572,513
14000US47055920200,"Census Tract 9202, Giles, TN",5166,672
14000US47055920301,"Census Tract 9203.01, Giles, TN",3964,455
14000US47055920302,"Census Tract 9203.02, Giles, TN",1489,381
14000US47055920400,"Census Tract 9204, Giles, TN",3252,354
14000US47055920500,"Census Tract 9205, Giles, TN",4809,560
14000US47055920600,"Census Tract 9206, Giles, TN",2801,539
14000US47055920700,"Census Tract 9207, Giles, TN",1921,352
14000US47055920800,"Census Tract 9208, Giles, TN",3223,431
14000US47057500100,"Census Tract 5001, Grainger, TN",4229,497
14000US47057500200,"Census Tract 5002, Grainger, TN",5335,473
14000US47057500301,"Census Tract 5003.01, Grainger, TN",2901,324
14000US47057500302,"Census Tract 5003.02, Grainger, TN",3224,509
14000US47057500401,"Census Tract 5004.01, Grainger, TN",2760,326
14000US47057500402,"Census Tract 5004.02, Grainger, TN",4928,397
14000US47059090100,"Census Tract 901, Greene, TN",5937,814
14000US47059090200,"Census Tract 902, Greene, TN",3302,310
14000US47059090300,"Census Tract 903, Greene, TN",5735,612
14000US47059090400,"Census Tract 904, Greene, TN",5324,561
14000US47059090501,"Census Tract 905.01, Greene, TN",5352,588
14000US47059090502,"Census Tract 905.02, Greene, TN",1493,400
14000US47059090600,"Census Tract 906, Greene, TN",4176,575
14000US47059090700,"Census Tract 907, Greene, TN",2862,759
14000US47059090800,"Census Tract 908, Greene, TN",4493,568
14000US47059090900,"Census Tract 909, Greene, TN",5369,634
14000US47059091001,"Census Tract 910.01, Greene, TN",4644,588
14000US47059091002,"Census Tract 910.02, Greene, TN",3768,788
14000US47059091100,"Census Tract 911, Greene, TN",3651,480
14000US47059091200,"Census Tract 912, Greene, TN",3517,695
14000US47059091300,"Census Tract 913, Greene, TN",4305,477
14000US47059091400,"Census Tract 914, Greene, TN",2822,405
14000US47059091500,"Census Tract 915, Greene, TN",3176,455
14000US47061955000,"Census Tract 9550, Grundy, TN",2412,350
14000US47061955100,"Census Tract 9551, Grundy, TN",1590,241
14000US47061955200,"Census Tract 9552, Grundy, TN",4156,462
14000US47061955300,"Census Tract 9553, Grundy, TN",5313,489
14000US47063100100,"Census Tract 1001, Hamblen, TN",5784,726
14000US47063100200,"Census Tract 1002, Hamblen, TN",5898,844
14000US47063100300,"Census Tract 1003, Hamblen, TN",3345,448
14000US47063100400,"Census Tract 1004, Hamblen, TN",7113,769
14000US47063100500,"Census Tract 1005, Hamblen, TN",3061,485
14000US47063100600,"Census Tract 1006, Hamblen, TN",7297,756
14000US47063100700,"Census Tract 1007, Hamblen, TN",6010,744
14000US47063100800,"Census Tract 1008, Hamblen, TN",3027,499
14000US47063100900,"Census Tract 1009, Hamblen, TN",5701,849
14000US47063101000,"Census Tract 1010, Hamblen, TN",5299,636
14000US47063101100,"Census Tract 1011, Hamblen, TN",5056,658
14000US47063101200,"Census Tract 1012, Hamblen, TN",6593,894
14000US47065000400,"Census Tract 4, Hamilton, TN",3087,576
14000US47065000600,"Census Tract 6, Hamilton, TN",3437,423
14000US47065000700,"Census Tract 7, Hamilton, TN",4850,499
14000US47065000800,"Census Tract 8, Hamilton, TN",1857,346
14000US47065001100,"Census Tract 11, Hamilton, TN",1486,242
14000US47065001200,"Census Tract 12, Hamilton, TN",3202,571
14000US47065001300,"Census Tract 13, Hamilton, TN",2212,400
14000US47065001400,"Census Tract 14, Hamilton, TN",2007,319
14000US47065001600,"Census Tract 16, Hamilton, TN",2825,408
14000US47065001800,"Census Tract 18, Hamilton, TN",2725,359
14000US47065001900,"Census Tract 19, Hamilton, TN",3410,655
14000US47065002000,"Census Tract 20, Hamilton, TN",1706,348
14000US47065002300,"Census Tract 23, Hamilton, TN",1844,403
14000US47065002400,"Census Tract 24, Hamilton, TN",4446,781
14000US47065002500,"Census Tract 25, Hamilton, TN",5235,841
14000US47065002600,"Census Tract 26, Hamilton, TN",2433,490
14000US47065002800,"Census Tract 28, Hamilton, TN",3932,563
14000US47065002900,"Census Tract 29, Hamilton, TN",3000,533
14000US47065003000,"Census Tract 30, Hamilton, TN",2100,385
14000US47065003100,"Census Tract 31, Hamilton, TN",1972,354
14000US47065003200,"Census Tract 32, Hamilton, TN",2973,567
14000US47065003300,"Census Tract 33, Hamilton, TN",7237,1230
14000US47065003400,"Census Tract 34, Hamilton, TN",4681,874
14000US47065010101,"Census Tract 101.01, Hamilton, TN",6303,859
14000US47065010103,"Census Tract 101.03, Hamilton, TN",3940,591
14000US47065010104,"Census Tract 101.04, Hamilton, TN",4076,444
14000US47065010201,"Census Tract 102.01, Hamilton, TN",4031,459
14000US47065010202,"Census Tract 102.02, Hamilton, TN",4381,612
14000US47065010303,"Census Tract 103.03, Hamilton, TN",2944,392
14000US47065010304,"Census Tract 103.04, Hamilton, TN",5073,797
14000US47065010305,"Census Tract 103.05, Hamilton, TN",3545,683
14000US47065010306,"Census Tract 103.06, Hamilton, TN",3849,425
14000US47065010308,"Census Tract 103.08, Hamilton, TN",2835,429
14000US47065010309,"Census Tract 103.09, Hamilton, TN",2738,601
14000US47065010411,"Census Tract 104.11, Hamilton, TN",7740,905
14000US47065010412,"Census Tract 104.12, Hamilton, TN",4692,719
14000US47065010413,"Census Tract 104.13, Hamilton, TN",4069,814
14000US47065010431,"Census Tract 104.31, Hamilton, TN",7005,797
14000US47065010432,"Census Tract 104.32, Hamilton, TN",6443,785
14000US47065010433,"Census Tract 104.33, Hamilton, TN",4975,1171
14000US47065010434,"Census Tract 104.34, Hamilton, TN",2414,362
14000US47065010435,"Census Tract 104.35, Hamilton, TN",5077,441
14000US47065010501,"Census Tract 105.01, Hamilton, TN",5650,854
14000US47065010502,"Census Tract 105.02, Hamilton, TN",3411,475
14000US47065010600,"Census Tract 106, Hamilton, TN",2989,408
14000US47065010700,"Census Tract 107, Hamilton, TN",3083,373
14000US47065010800,"Census Tract 108, Hamilton, TN",3935,427
14000US47065010901,"Census Tract 109.01, Hamilton, TN",2249,258
14000US47065010902,"Census Tract 109.02, Hamilton, TN",787,200
14000US47065010904,"Census Tract 109.04, Hamilton, TN",2856,510
14000US47065010905,"Census Tract 109.05, Hamilton, TN",3734,681
14000US47065011001,"Census Tract 110.01, Hamilton, TN",2298,848
14000US47065011003,"Census Tract 110.03, Hamilton, TN",3542,303
14000US47065011004,"Census Tract 110.04, Hamilton, TN",4012,516
14000US47065011100,"Census Tract 111, Hamilton, TN",6338,486
14000US47065011203,"Census Tract 112.03, Hamilton, TN",7214,684
14000US47065011204,"Census Tract 112.04, Hamilton, TN",5415,696
14000US47065011205,"Census Tract 112.05, Hamilton, TN",7605,880
14000US47065011206,"Census Tract 112.06, Hamilton, TN",4743,641
14000US47065011311,"Census Tract 113.11, Hamilton, TN",9584,1048
14000US47065011314,"Census Tract 113.14, Hamilton, TN",5617,673
14000US47065011321,"Census Tract 113.21, Hamilton, TN",7581,911
14000US47065011323,"Census Tract 113.23, Hamilton, TN",5550,482
14000US47065011324,"Census Tract 113.24, Hamilton, TN",4472,515
14000US47065011325,"Census Tract 113.25, Hamilton, TN",6230,896
14000US47065011326,"Census Tract 113.26, Hamilton, TN",6420,832
14000US47065011402,"Census Tract 114.02, Hamilton, TN",5772,937
14000US47065011411,"Census Tract 114.11, Hamilton, TN",4467,524
14000US47065011413,"Census Tract 114.13, Hamilton, TN",8464,1017
14000US47065011442,"Census Tract 114.42, Hamilton, TN",2858,250
14000US47065011444,"Census Tract 114.44, Hamilton, TN",3848,427
14000US47065011445,"Census Tract 114.45, Hamilton, TN",3947,483
14000US47065011446,"Census Tract 114.46, Hamilton, TN",4672,539
14000US47065011447,"Census Tract 114.47, Hamilton, TN",8482,874
14000US47065011448,"Census Tract 114.48, Hamilton, TN",4095,553
14000US47065011449,"Census Tract 114.49, Hamilton, TN",2249,502
14000US47065011600,"Census Tract 116, Hamilton, TN",6165,654
14000US47065011700,"Census Tract 117, Hamilton, TN",4586,524
14000US47065011800,"Census Tract 118, Hamilton, TN",6877,684
14000US47065011900,"Census Tract 119, Hamilton, TN",1453,207
14000US47065012000,"Census Tract 120, Hamilton, TN",2070,241
14000US47065012100,"Census Tract 121, Hamilton, TN",6521,652
14000US47065012200,"Census Tract 122, Hamilton, TN",2077,420
14000US47065012300,"Census Tract 123, Hamilton, TN",4284,590
14000US47065012400,"Census Tract 124, Hamilton, TN",6801,914
14000US47065980100,"Census Tract 9801, Hamilton, TN",0,13
14000US47065980200,"Census Tract 9802, Hamilton, TN",0,13
14000US47067960500,"Census Tract 9605, Hancock, TN",2444,224
14000US47067960600,"Census Tract 9606, Hancock, TN",4251,224
14000US47069950100,"Census Tract 9501, Hardeman, TN",3708,460
14000US47069950200,"Census Tract 9502, Hardeman, TN",6375,751
14000US47069950300,"Census Tract 9503, Hardeman, TN",4110,364
14000US47069950400,"Census Tract 9504, Hardeman, TN",4624,605
14000US47069950500,"Census Tract 9505, Hardeman, TN",4309,425
14000US47069950600,"Census Tract 9506, Hardeman, TN",2486,406
14000US47071920100,"Census Tract 9201, Hardin, TN",3944,527
14000US47071920200,"Census Tract 9202, Hardin, TN",4861,492
14000US47071920300,"Census Tract 9203, Hardin, TN",3971,408
14000US47071920401,"Census Tract 9204.01, Hardin, TN",2218,506
14000US47071920402,"Census Tract 9204.02, Hardin, TN",2941,421
14000US47071920501,"Census Tract 9205.01, Hardin, TN",3873,442
14000US47071920502,"Census Tract 9205.02, Hardin, TN",1323,359
14000US47071920600,"Census Tract 9206, Hardin, TN",3591,391
14000US47073050100,"Census Tract 501, Hawkins, TN",4481,622
14000US47073050200,"Census Tract 502, Hawkins, TN",4514,803
14000US47073050301,"Census Tract 503.01, Hawkins, TN",4756,391
14000US47073050302,"Census Tract 503.02, Hawkins, TN",3422,426
14000US47073050400,"Census Tract 504, Hawkins, TN",5846,544
14000US47073050501,"Census Tract 505.01, Hawkins, TN",3826,374
14000US47073050502,"Census Tract 505.02, Hawkins, TN",3398,450
14000US47073050503,"Census Tract 505.03, Hawkins, TN",4756,398
14000US47073050601,"Census Tract 506.01, Hawkins, TN",5720,601
14000US47073050602,"Census Tract 506.02, Hawkins, TN",4341,462
14000US47073050700,"Census Tract 507, Hawkins, TN",3742,487
14000US47073050800,"Census Tract 508, Hawkins, TN",4837,476
14000US47073050900,"Census Tract 509, Hawkins, TN",3164,399
14000US47075930100,"Census Tract 9301, Haywood, TN",2483,306
14000US47075930200,"Census Tract 9302, Haywood, TN",1462,276
14000US47075930301,"Census Tract 9303.01, Haywood, TN",4388,423
14000US47075930302,"Census Tract 9303.02, Haywood, TN",2685,331
14000US47075930400,"Census Tract 9304, Haywood, TN",3720,365
14000US47075930500,"Census Tract 9305, Haywood, TN",3174,302
14000US47077975000,"Census Tract 9750, Henderson, TN",3179,475
14000US47077975100,"Census Tract 9751, Henderson, TN",3931,522
14000US47077975200,"Census Tract 9752, Henderson, TN",4536,490
14000US47077975301,"Census Tract 9753.01, Henderson, TN",3413,391
14000US47077975302,"Census Tract 9753.02, Henderson, TN",4201,694
14000US47077975400,"Census Tract 9754, Henderson, TN",4624,498
14000US47077975500,"Census Tract 9755, Henderson, TN",3916,513
14000US47079969001,"Census Tract 9690.01, Henry, TN",1929,289
14000US47079969002,"Census Tract 9690.02, Henry, TN",2001,335
14000US47079969100,"Census Tract 9691, Henry, TN",3242,424
14000US47079969200,"Census Tract 9692, Henry, TN",1983,349
14000US47079969300,"Census Tract 9693, Henry, TN",2824,411
14000US47079969400,"Census Tract 9694, Henry, TN",2235,434
14000US47079969501,"Census Tract 9695.01, Henry, TN",1721,204
14000US47079969502,"Census Tract 9695.02, Henry, TN",3861,437
14000US47079969601,"Census Tract 9696.01, Henry, TN",3095,560
14000US47079969602,"Census Tract 9696.02, Henry, TN",4743,527
14000US47079969700,"Census Tract 9697, Henry, TN",2277,261
14000US47079969800,"Census Tract 9698, Henry, TN",2387,288
14000US47081950100,"Census Tract 9501, Hickman, TN",5665,804
14000US47081950201,"Census Tract 9502.01, Hickman, TN",3752,660
14000US47081950202,"Census Tract 9502.02, Hickman, TN",3489,584
14000US47081950301,"Census Tract 9503.01, Hickman, TN",2825,467
14000US47081950302,"Census Tract 9503.02, Hickman, TN",4365,375
14000US47081950400,"Census Tract 9504, Hickman, TN",1984,345
14000US47081950500,"Census Tract 9505, Hickman, TN",2768,460
14000US47083120100,"Census Tract 1201, Houston, TN",3103,429
14000US47083120200,"Census Tract 1202, Houston, TN",2490,335
14000US47083120300,"Census Tract 1203, Houston, TN",2645,314
14000US47085130100,"Census Tract 1301, Humphreys, TN",5925,549
14000US47085130200,"Census Tract 1302, Humphreys, TN",1987,367
14000US47085130300,"Census Tract 1303, Humphreys, TN",5419,436
14000US47085130400,"Census Tract 1304, Humphreys, TN",2474,429
14000US47085130500,"Census Tract 1305, Humphreys, TN",3151,347
14000US47087960100,"Census Tract 9601, Jackson, TN",1956,294
14000US47087960200,"Census Tract 9602, Jackson, TN",2338,308
14000US47087960300,"Census Tract 9603, Jackson, TN",5388,432
14000US47087960400,"Census Tract 9604, Jackson, TN",1944,287
14000US47089070101,"Census Tract 701.01, Jefferson, TN",2355,333
14000US47089070102,"Census Tract 701.02, Jefferson, TN",5527,502
14000US47089070200,"Census Tract 702, Jefferson, TN",4751,596
14000US47089070300,"Census Tract 703, Jefferson, TN",6885,464
14000US47089070400,"Census Tract 704, Jefferson, TN",3942,493
14000US47089070500,"Census Tract 705, Jefferson, TN",4728,687
14000US47089070600,"Census Tract 706, Jefferson, TN",5239,724
14000US47089070701,"Census Tract 707.01, Jefferson, TN",4989,686
14000US47089070702,"Census Tract 707.02, Jefferson, TN",3770,595
14000US47089070801,"Census Tract 708.01, Jefferson, TN",4114,768
14000US47089070802,"Census Tract 708.02, Jefferson, TN",3669,372
14000US47089070900,"Census Tract 709, Jefferson, TN",4389,798
14000US47091956000,"Census Tract 9560, Johnson, TN",932,162
14000US47091956100,"Census Tract 9561, Johnson, TN",4180,374
14000US47091956200,"Census Tract 9562, Johnson, TN",2265,318
14000US47091956300,"Census Tract 9563, Johnson, TN",5456,550
14000US47091956400,"Census Tract 9564, Johnson, TN",5079,592
14000US47093000100,"Census Tract 1, Knox, TN",2504,339
14000US47093000800,"Census Tract 8, Knox, TN",3851,647
14000US47093000901,"Census Tract 9.01, Knox, TN",2205,339
14000US47093000902,"Census Tract 9.02, Knox, TN",2385,350
14000US47093001400,"Census Tract 14, Knox, TN",2293,406
14000US47093001500,"Census Tract 15, Knox, TN",3532,515
14000US47093001600,"Census Tract 16, Knox, TN",3342,525
14000US47093001700,"Census Tract 17, Knox, TN",2801,495
14000US47093001800,"Census Tract 18, Knox, TN",2565,362
14000US47093001900,"Census Tract 19, Knox, TN",1548,257
14000US47093002000,"Census Tract 20, Knox, TN",2819,504
14000US47093002100,"Census Tract 21, Knox, TN",3089,543
14000US47093002200,"Census Tract 22, Knox, TN",4028,695
14000US47093002300,"Census Tract 23, Knox, TN",3102,416
14000US47093002400,"Census Tract 24, Knox, TN",4509,584
14000US47093002600,"Census Tract 26, Knox, TN",2361,452
14000US47093002700,"Census Tract 27, Knox, TN",2488,453
14000US47093002800,"Census Tract 28, Knox, TN",4371,912
14000US47093002900,"Census Tract 29, Knox, TN",3706,590
14000US47093003000,"Census Tract 30, Knox, TN",4997,801
14000US47093003100,"Census Tract 31, Knox, TN",2718,509
14000US47093003200,"Census Tract 32, Knox, TN",3248,461
14000US47093003300,"Census Tract 33, Knox, TN",2259,415
14000US47093003400,"Census Tract 34, Knox, TN",4113,669
14000US47093003501,"Census Tract 35.01, Knox, TN",3073,448
14000US47093003502,"Census Tract 35.02, Knox, TN",2252,683
14000US47093003700,"Census Tract 37, Knox, TN",2875,301
14000US47093003801,"Census Tract 38.01, Knox, TN",4323,694
14000US47093003802,"Census Tract 38.02, Knox, TN",3598,555
14000US47093003901,"Census Tract 39.01, Knox, TN",4231,709
14000US47093003902,"Census Tract 39.02, Knox, TN",3183,441
14000US47093004000,"Census Tract 40, Knox, TN",4257,634
14000US47093004100,"Census Tract 41, Knox, TN",4573,547
14000US47093004200,"Census Tract 42, Knox, TN",3170,477
14000US47093004300,"Census Tract 43, Knox, TN",3125,511
14000US47093004401,"Census Tract 44.01, Knox, TN",4982,705
14000US47093004403,"Census Tract 44.03, Knox, TN",5558,1085
14000US47093004404,"Census Tract 44.04, Knox, TN",4080,571
14000US47093004501,"Census Tract 45.01, Knox, TN",2968,482
14000US47093004502,"Census Tract 45.02, Knox, TN",3725,659
14000US47093004606,"Census Tract 46.06, Knox, TN",7710,1137
14000US47093004607,"Census Tract 46.07, Knox, TN",6371,812
14000US47093004608,"Census Tract 46.08, Knox, TN",2828,242
14000US47093004609,"Census Tract 46.09, Knox, TN",5151,650
14000US47093004610,"Census Tract 46.10, Knox, TN",4539,502
14000US47093004611,"Census Tract 46.11, Knox, TN",4620,674
14000US47093004612,"Census Tract 46.12, Knox, TN",2890,519
14000US47093004613,"Census Tract 46.13, Knox, TN",5531,682
14000US47093004614,"Census Tract 46.14, Knox, TN",3789,825
14000US47093004615,"Census Tract 46.15, Knox, TN",4687,518
14000US47093004700,"Census Tract 47, Knox, TN",4419,595
14000US47093004800,"Census Tract 48, Knox, TN",5369,766
14000US47093004900,"Census Tract 49, Knox, TN",5862,1033
14000US47093005000,"Census Tract 50, Knox, TN",4094,587
14000US47093005100,"Census Tract 51, Knox, TN",7287,884
14000US47093005202,"Census Tract 52.02, Knox, TN",3553,412
14000US47093005203,"Census Tract 52.03, Knox, TN",5482,613
14000US47093005204,"Census Tract 52.04, Knox, TN",1727,303
14000US47093005301,"Census Tract 53.01, Knox, TN",4999,639
14000US47093005302,"Census Tract 53.02, Knox, TN",3881,426
14000US47093005401,"Census Tract 54.01, Knox, TN",3598,305
14000US47093005402,"Census Tract 54.02, Knox, TN",3555,591
14000US47093005501,"Census Tract 55.01, Knox, TN",2642,256
14000US47093005502,"Census Tract 55.02, Knox, TN",3650,645
14000US47093005602,"Census Tract 56.02, Knox, TN",3746,665
14000US47093005603,"Census Tract 56.03, Knox, TN",3890,464
14000US47093005604,"Census Tract 56.04, Knox, TN",2656,331
14000US47093005701,"Census Tract 57.01, Knox, TN",4685,559
14000US47093005704,"Census Tract 57.04, Knox, TN",6530,603
14000US47093005706,"Census Tract 57.06, Knox, TN",4773,532
14000US47093005707,"Census Tract 57.07, Knox, TN",3513,459
14000US47093005708,"Census Tract 57.08, Knox, TN",3190,410
14000US47093005709,"Census Tract 57.09, Knox, TN",2207,274
14000US47093005710,"Census Tract 57.10, Knox, TN",2471,321
14000US47093005711,"Census Tract 57.11, Knox, TN",6174,918
14000US47093005713,"Census Tract 57.13, Knox, TN",4745,786
14000US47093005714,"Census Tract 57.14, Knox, TN",4817,538
14000US47093005803,"Census Tract 58.03, Knox, TN",3367,669
14000US47093005807,"Census Tract 58.07, Knox, TN",2671,307
14000US47093005808,"Census Tract 58.08, Knox, TN",5644,656
14000US47093005809,"Census Tract 58.09, Knox, TN",4791,460
14000US47093005810,"Census Tract 58.10, Knox, TN",3742,412
14000US47093005811,"Census Tract 58.11, Knox, TN",3714,671
14000US47093005813,"Census Tract 58.13, Knox, TN",6737,596
14000US47093005814,"Census Tract 58.14, Knox, TN",4377,422
14000US47093005815,"Census Tract 58.15, Knox, TN",3076,419
14000US47093005903,"Census Tract 59.03, Knox, TN",3904,393
14000US47093005906,"Census Tract 59.06, Knox, TN",2343,390
14000US47093005907,"Census Tract 59.07, Knox, TN",5858,780
14000US47093005908,"Census Tract 59.08, Knox, TN",5244,556
14000US47093005909,"Census Tract 59.09, Knox, TN",1650,483
14000US47093005910,"Census Tract 59.10, Knox, TN",1613,270
14000US47093005911,"Census Tract 59.11, Knox, TN",2841,400
14000US47093005912,"Census Tract 59.12, Knox, TN",3930,657
14000US47093006001,"Census Tract 60.01, Knox, TN",4208,349
14000US47093006002,"Census Tract 60.02, Knox, TN",6060,637
14000US47093006003,"Census Tract 60.03, Knox, TN",4832,462
14000US47093006102,"Census Tract 61.02, Knox, TN",5075,657
14000US47093006103,"Census Tract 61.03, Knox, TN",4373,360
14000US47093006104,"Census Tract 61.04, Knox, TN",6421,1139
14000US47093006202,"Census Tract 62.02, Knox, TN",4715,513
14000US47093006203,"Census Tract 62.03, Knox, TN",5030,529
14000US47093006205,"Census Tract 62.05, Knox, TN",5265,927
14000US47093006206,"Census Tract 62.06, Knox, TN",5760,911
14000US47093006207,"Census Tract 62.07, Knox, TN",3823,762
14000US47093006208,"Census Tract 62.08, Knox, TN",5647,775
14000US47093006301,"Census Tract 63.01, Knox, TN",3489,418
14000US47093006302,"Census Tract 63.02, Knox, TN",3053,603
14000US47093006401,"Census Tract 64.01, Knox, TN",4631,690
14000US47093006402,"Census Tract 64.02, Knox, TN",5167,481
14000US47093006403,"Census Tract 64.03, Knox, TN",3208,529
14000US47093006501,"Census Tract 65.01, Knox, TN",2974,628
14000US47093006502,"Census Tract 65.02, Knox, TN",3416,404
14000US47093006600,"Census Tract 66, Knox, TN",3303,485
14000US47093006700,"Census Tract 67, Knox, TN",2579,604
14000US47093006800,"Census Tract 68, Knox, TN",4354,642
14000US47093006901,"Census Tract 69.01, Knox, TN",3704,849
14000US47093006902,"Census Tract 69.02, Knox, TN",3189,600
14000US47093006903,"Census Tract 69.03, Knox, TN",2484,497
14000US47093007000,"Census Tract 70, Knox, TN",2671,529
14000US47093007100,"Census Tract 71, Knox, TN",3915,521
14000US47095960100,"Census Tract 9601, Lake, TN",4739,303
14000US47095960200,"Census Tract 9602, Lake, TN",2448,303
14000US47097050100,"Census Tract 501, Lauderdale, TN",3393,397
14000US47097050200,"Census Tract 502, Lauderdale, TN",3214,320
14000US47097050300,"Census Tract 503, Lauderdale, TN",2722,386
14000US47097050400,"Census Tract 504, Lauderdale, TN",2789,337
14000US47097050503,"Census Tract 505.03, Lauderdale, TN",2501,338
14000US47097050504,"Census Tract 505.04, Lauderdale, TN",2840,373
14000US47097050505,"Census Tract 505.05, Lauderdale, TN",3441,369
14000US47097050506,"Census Tract 505.06, Lauderdale, TN",2224,301
14000US47097050600,"Census Tract 506, Lauderdale, TN",2282,287
14000US47099960100,"Census Tract 9601, Lawrence, TN",4229,434
14000US47099960200,"Census Tract 9602, Lawrence, TN",2761,386
14000US47099960300,"Census Tract 9603, Lawrence, TN",6076,616
14000US47099960401,"Census Tract 9604.01, Lawrence, TN",5291,488
14000US47099960402,"Census Tract 9604.02, Lawrence, TN",4676,532
14000US47099960501,"Census Tract 9605.01, Lawrence, TN",5110,609
14000US47099960502,"Census Tract 9605.02, Lawrence, TN",4009,356
14000US47099960600,"Census Tract 9606, Lawrence, TN",1953,233
14000US47099960700,"Census Tract 9607, Lawrence, TN",3992,359
14000US47099960800,"Census Tract 9608, Lawrence, TN",3723,372
14000US47099960900,"Census Tract 9609, Lawrence, TN",2147,309
14000US47101970100,"Census Tract 9701, Lewis, TN",4694,528
14000US47101970200,"Census Tract 9702, Lewis, TN",7791,528
14000US47103975000,"Census Tract 9750, Lincoln, TN",1970,301
14000US47103975100,"Census Tract 9751, Lincoln, TN",2555,316
14000US47103975200,"Census Tract 9752, Lincoln, TN",1822,257
14000US47103975300,"Census Tract 9753, Lincoln, TN",6071,624
14000US47103975400,"Census Tract 9754, Lincoln, TN",4232,431
14000US47103975500,"Census Tract 9755, Lincoln, TN",4288,502
14000US47103975601,"Census Tract 9756.01, Lincoln, TN",6699,583
14000US47103975602,"Census Tract 9756.02, Lincoln, TN",4132,557
14000US47103975700,"Census Tract 9757, Lincoln, TN",3273,382
14000US47105060100,"Census Tract 601, Loudon, TN",5381,639
14000US47105060201,"Census Tract 602.01, Loudon, TN",4688,716
14000US47105060203,"Census Tract 602.03, Loudon, TN",3092,525
14000US47105060204,"Census Tract 602.04, Loudon, TN",5646,480
14000US47105060301,"Census Tract 603.01, Loudon, TN",4305,576
14000US47105060303,"Census Tract 603.03, Loudon, TN",3809,513
14000US47105060304,"Census Tract 603.04, Loudon, TN",2704,406
14000US47105060400,"Census Tract 604, Loudon, TN",5964,792
14000US47105060502,"Census Tract 605.02, Loudon, TN",2462,393
14000US47105060503,"Census Tract 605.03, Loudon, TN",2778,679
14000US47105060504,"Census Tract 605.04, Loudon, TN",3957,437
14000US47105060505,"Census Tract 605.05, Loudon, TN",1742,214
14000US47105060600,"Census Tract 606, Loudon, TN",5263,448
14000US47105060700,"Census Tract 607, Loudon, TN",2558,391
14000US47107970102,"Census Tract 9701.02, McMinn, TN",5670,707
14000US47107970103,"Census Tract 9701.03, McMinn, TN",3214,512
14000US47107970104,"Census Tract 9701.04, McMinn, TN",3214,585
14000US47107970201,"Census Tract 9702.01, McMinn, TN",1906,363
14000US47107970202,"Census Tract 9702.02, McMinn, TN",3778,548
14000US47107970300,"Census Tract 9703, McMinn, TN",3489,354
14000US47107970401,"Census Tract 9704.01, McMinn, TN",4169,547
14000US47107970402,"Census Tract 9704.02, McMinn, TN",4864,596
14000US47107970500,"Census Tract 9705, McMinn, TN",4052,492
14000US47107970601,"Census Tract 9706.01, McMinn, TN",2529,387
14000US47107970602,"Census Tract 9706.02, McMinn, TN",3177,663
14000US47107970700,"Census Tract 9707, McMinn, TN",4231,569
14000US47107970801,"Census Tract 9708.01, McMinn, TN",4452,630
14000US47107970802,"Census Tract 9708.02, McMinn, TN",4320,881
14000US47109930100,"Census Tract 9301, McNairy, TN",4314,549
14000US47109930200,"Census Tract 9302, McNairy, TN",2453,281
14000US47109930300,"Census Tract 9303, McNairy, TN",2874,412
14000US47109930400,"Census Tract 9304, McNairy, TN",2012,337
14000US47109930501,"Census Tract 9305.01, McNairy, TN",2351,467
14000US47109930502,"Census Tract 9305.02, McNairy, TN",4979,462
14000US47109930600,"Census Tract 9306, McNairy, TN",3704,421
14000US47109930700,"Census Tract 9307, McNairy, TN",3229,470
14000US47111970100,"Census Tract 9701, Macon, TN",5172,494
14000US47111970200,"Census Tract 9702, Macon, TN",5777,535
14000US47111970301,"Census Tract 9703.01, Macon, TN",4461,468
14000US47111970302,"Census Tract 9703.02, Macon, TN",4722,601
14000US47111970400,"Census Tract 9704, Macon, TN",4822,494
14000US47113000100,"Census Tract 1, Madison, TN",3432,610
14000US47113000200,"Census Tract 2, Madison, TN",6284,942
14000US47113000300,"Census Tract 3, Madison, TN",4111,615
14000US47113000400,"Census Tract 4, Madison, TN",3326,627
14000US47113000500,"Census Tract 5, Madison, TN",4668,573
14000US47113000600,"Census Tract 6, Madison, TN",1683,273
14000US47113000700,"Census Tract 7, Madison, TN",3067,726
