geoid,name,B01003001,"B01003001, Error"
14000US47157020634,"Census Tract 206.34, Shelby, TN",2889,474
14000US47157020635,"Census Tract 206.35, Shelby, TN",2616,503
14000US47157020651,"Census Tract 206.51, Shelby, TN",6817,1152
14000US47157020652,"Census Tract 206.52, Shelby, TN",4532,487
14000US47157020653,"Census Tract 206.53, Shelby, TN",4100,588
14000US47157020654,"Census Tract 206.54, Shelby, TN",5904,904
14000US47157020655,"Census Tract 206.55, Shelby, TN",3304,615
14000US47157020656,"Census Tract 206.56, Shelby, TN",4647,656
14000US47157020657,"Census Tract 206.57, Shelby, TN",5093,784
14000US47157020658,"Census Tract 206.58, Shelby, TN",6371,1884
14000US47157020700,"Census Tract 207, Shelby, TN",2422,312
14000US47157020833,"Census Tract 208.33, Shelby, TN",5930,908
14000US47157020834,"Census Tract 208.34, Shelby, TN",2819,500
14000US47157020835,"Census Tract 208.35, Shelby, TN",2318,314
14000US47157020836,"Census Tract 208.36, Shelby, TN",8091,424
14000US47157020837,"Census Tract 208.37, Shelby, TN",7444,622
14000US47157020901,"Census Tract 209.01, Shelby, TN",5623,588
14000US47157020902,"Census Tract 209.02, Shelby, TN",6763,608
14000US47157021020,"Census Tract 210.20, Shelby, TN",6039,504
14000US47157021021,"Census Tract 210.21, Shelby, TN",3711,694
14000US47157021022,"Census Tract 210.22, Shelby, TN",6236,1585
14000US47157021023,"Census Tract 210.23, Shelby, TN",7453,2185
14000US47157021111,"Census Tract 211.11, Shelby, TN",4050,575
14000US47157021112,"Census Tract 211.12, Shelby, TN",6341,853
14000US47157021113,"Census Tract 211.13, Shelby, TN",4436,1038
14000US47157021121,"Census Tract 211.21, Shelby, TN",4811,618
14000US47157021122,"Census Tract 211.22, Shelby, TN",6396,947
14000US47157021124,"Census Tract 211.24, Shelby, TN",8643,1624
14000US47157021125,"Census Tract 211.25, Shelby, TN",4308,515
14000US47157021126,"Census Tract 211.26, Shelby, TN",4071,540
14000US47157021135,"Census Tract 211.35, Shelby, TN",5742,587
14000US47157021136,"Census Tract 211.36, Shelby, TN",5282,627
14000US47157021138,"Census Tract 211.38, Shelby, TN",4196,471
14000US47157021139,"Census Tract 211.39, Shelby, TN",4453,589
14000US47157021140,"Census Tract 211.40, Shelby, TN",5756,1369
14000US47157021141,"Census Tract 211.41, Shelby, TN",7517,915
14000US47157021142,"Census Tract 211.42, Shelby, TN",3452,507
14000US47157021143,"Census Tract 211.43, Shelby, TN",6177,1797
14000US47157021144,"Census Tract 211.44, Shelby, TN",3037,533
14000US47157021200,"Census Tract 212, Shelby, TN",1557,369
14000US47157021311,"Census Tract 213.11, Shelby, TN",5055,591
14000US47157021312,"Census Tract 213.12, Shelby, TN",1828,227
14000US47157021320,"Census Tract 213.20, Shelby, TN",5394,645
14000US47157021331,"Census Tract 213.31, Shelby, TN",3647,425
14000US47157021333,"Census Tract 213.33, Shelby, TN",4625,844
14000US47157021334,"Census Tract 213.34, Shelby, TN",3667,470
14000US47157021341,"Census Tract 213.41, Shelby, TN",5611,995
14000US47157021351,"Census Tract 213.51, Shelby, TN",4644,546
14000US47157021352,"Census Tract 213.52, Shelby, TN",6630,838
14000US47157021354,"Census Tract 213.54, Shelby, TN",6268,661
14000US47157021355,"Census Tract 213.55, Shelby, TN",5871,1367
14000US47157021356,"Census Tract 213.56, Shelby, TN",3665,466
14000US47157021357,"Census Tract 213.57, Shelby, TN",6011,869
14000US47157021410,"Census Tract 214.10, Shelby, TN",3302,537
14000US47157021420,"Census Tract 214.20, Shelby, TN",2938,362
14000US47157021430,"Census Tract 214.30, Shelby, TN",4015,463
14000US47157021530,"Census Tract 215.30, Shelby, TN",5363,635
14000US47157021541,"Census Tract 215.41, Shelby, TN",7560,724
14000US47157021542,"Census Tract 215.42, Shelby, TN",6112,1562
14000US47157021543,"Census Tract 215.43, Shelby, TN",3659,527
14000US47157021544,"Census Tract 215.44, Shelby, TN",3198,638
14000US47157021545,"Census Tract 215.45, Shelby, TN",2967,452
14000US47157021546,"Census Tract 215.46, Shelby, TN",3928,812
14000US47157021547,"Census Tract 215.47, Shelby, TN",6044,830
14000US47157021548,"Census Tract 215.48, Shelby, TN",3791,592
14000US47157021611,"Census Tract 216.11, Shelby, TN",5706,598
14000US47157021612,"Census Tract 216.12, Shelby, TN",5227,792
14000US47157021613,"Census Tract 216.13, Shelby, TN",4806,475
14000US47157021620,"Census Tract 216.20, Shelby, TN",3226,674
14000US47157021710,"Census Tract 217.10, Shelby, TN",2281,393
14000US47157021721,"Census Tract 217.21, Shelby, TN",4242,648
14000US47157021724,"Census Tract 217.24, Shelby, TN",2013,340
14000US47157021725,"Census Tract 217.25, Shelby, TN",4256,533
14000US47157021731,"Census Tract 217.31, Shelby, TN",3075,447
14000US47157021744,"Census Tract 217.44, Shelby, TN",6654,1079
14000US47157021745,"Census Tract 217.45, Shelby, TN",8889,1489
14000US47157021746,"Census Tract 217.46, Shelby, TN",4122,654
14000US47157021747,"Census Tract 217.47, Shelby, TN",4601,987
14000US47157021751,"Census Tract 217.51, Shelby, TN",7645,956
14000US47157021752,"Census Tract 217.52, Shelby, TN",5765,1086
14000US47157021753,"Census Tract 217.53, Shelby, TN",2528,447
14000US47157021754,"Census Tract 217.54, Shelby, TN",4848,768
14000US47157021755,"Census Tract 217.55, Shelby, TN",1682,507
14000US47157021756,"Census Tract 217.56, Shelby, TN",1723,341
14000US47157021757,"Census Tract 217.57, Shelby, TN",3152,724
14000US47157021758,"Census Tract 217.58, Shelby, TN",3809,847
14000US47157021759,"Census Tract 217.59, Shelby, TN",3768,1068
14000US47157021760,"Census Tract 217.60, Shelby, TN",4858,1779
14000US47157021900,"Census Tract 219, Shelby, TN",5072,776
14000US47157022023,"Census Tract 220.23, Shelby, TN",1718,359
14000US47157022024,"Census Tract 220.24, Shelby, TN",3177,521
14000US47157022025,"Census Tract 220.25, Shelby, TN",3713,837
14000US47157022026,"Census Tract 220.26, Shelby, TN",1797,440
14000US47157022111,"Census Tract 221.11, Shelby, TN",5018,641
14000US47157022121,"Census Tract 221.21, Shelby, TN",4587,679
14000US47157022122,"Census Tract 221.22, Shelby, TN",4160,778
14000US47157022130,"Census Tract 221.30, Shelby, TN",5801,1215
14000US47157022131,"Census Tract 221.31, Shelby, TN",2809,830
14000US47157022132,"Census Tract 221.32, Shelby, TN",2598,707
14000US47157022210,"Census Tract 222.10, Shelby, TN",4349,696
14000US47157022220,"Census Tract 222.20, Shelby, TN",4663,1078
14000US47157022310,"Census Tract 223.10, Shelby, TN",5658,892
14000US47157022321,"Census Tract 223.21, Shelby, TN",3651,789
14000US47157022322,"Census Tract 223.22, Shelby, TN",3722,511
14000US47157022330,"Census Tract 223.30, Shelby, TN",5272,1308
14000US47157022410,"Census Tract 224.10, Shelby, TN",5611,797
14000US47157022500,"Census Tract 225, Shelby, TN",5542,1082
14000US47157022600,"Census Tract 226, Shelby, TN",4107,689
14000US47157022700,"Census Tract 227, Shelby, TN",7419,1113
14000US47157980100,"Census Tract 9801, Shelby, TN",0,13
14000US47157980200,"Census Tract 9802, Shelby, TN",0,13
14000US47157980300,"Census Tract 9803, Shelby, TN",0,13
14000US47157980401,"Census Tract 9804.01, Shelby, TN",2385,317
14000US47157980402,"Census Tract 9804.02, Shelby, TN",0,13
14000US47159975000,"Census Tract 9750, Smith, TN",4030,409
14000US47159975100,"Census Tract 9751, Smith, TN",3101,439
14000US47159975200,"Census Tract 9752, Smith, TN",6045,544
14000US47159975300,"Census Tract 9753, Smith, TN",2043,407
14000US47159975400,"Census Tract 9754, Smith, TN",4601,458
14000US47161110201,"Census Tract 1102.01, Stewart, TN",4558,555
14000US47161110202,"Census Tract 1102.02, Stewart, TN",2281,567
14000US47161110600,"Census Tract 1106, Stewart, TN",2510,449
14000US47161110700,"Census Tract 1107, Stewart, TN",4220,602
14000US47161980100,"Census Tract 9801, Stewart, TN",0,13
14000US47161980200,"Census Tract 9802, Stewart, TN",0,13
14000US47163040200,"Census Tract 402, Sullivan, TN",2127,305
14000US47163040300,"Census Tract 403, Sullivan, TN",2578,377
14000US47163040500,"Census Tract 405, Sullivan, TN",4536,578
14000US47163040600,"Census Tract 406, Sullivan, TN",3178,443
14000US47163040700,"Census Tract 407, Sullivan, TN",2498,306
14000US47163040800,"Census Tract 408, Sullivan, TN",3585,506
14000US47163040900,"Census Tract 409, Sullivan, TN",3484,424
14000US47163041000,"Census Tract 410, Sullivan, TN",4253,396
14000US47163041100,"Census Tract 411, Sullivan, TN",2645,399
14000US47163041200,"Census Tract 412, Sullivan, TN",6533,555
14000US47163041300,"Census Tract 413, Sullivan, TN",5472,621
14000US47163041400,"Census Tract 414, Sullivan, TN",4689,663
14000US47163041500,"Census Tract 415, Sullivan, TN",2877,529
14000US47163041600,"Census Tract 416, Sullivan, TN",2592,285
14000US47163041700,"Census Tract 417, Sullivan, TN",3348,436
14000US47163041800,"Census Tract 418, Sullivan, TN",3969,791
14000US47163041900,"Census Tract 419, Sullivan, TN",3447,864
14000US47163042000,"Census Tract 420, Sullivan, TN",3303,440
14000US47163042100,"Census Tract 421, Sullivan, TN",5622,1006
14000US47163042200,"Census Tract 422, Sullivan, TN",3222,510
14000US47163042300,"Census Tract 423, Sullivan, TN",6315,765
14000US47163042400,"Census Tract 424, Sullivan, TN",3418,314
14000US47163042500,"Census Tract 425, Sullivan, TN",3607,649
14000US47163042600,"Census Tract 426, Sullivan, TN",3952,535
14000US47163042702,"Census Tract 427.02, Sullivan, TN",2137,346
14000US47163042703,"Census Tract 427.03, Sullivan, TN",2462,374
14000US47163042704,"Census Tract 427.04, Sullivan, TN",2717,576
14000US47163042801,"Census Tract 428.01, Sullivan, TN",2676,371
14000US47163042802,"Census Tract 428.02, Sullivan, TN",4269,389
14000US47163042900,"Census Tract 429, Sullivan, TN",4563,451
14000US47163043000,"Census Tract 430, Sullivan, TN",4109,542
14000US47163043100,"Census Tract 431, Sullivan, TN",3201,563
14000US47163043201,"Census Tract 432.01, Sullivan, TN",4045,415
14000US47163043202,"Census Tract 432.02, Sullivan, TN",4475,766
14000US47163043301,"Census Tract 433.01, Sullivan, TN",6905,1125
14000US47163043302,"Census Tract 433.02, Sullivan, TN",5679,505
14000US47163043401,"Census Tract 434.01, Sullivan, TN",5772,1015
14000US47163043402,"Census Tract 434.02, Sullivan, TN",5017,565
14000US47163043500,"Census Tract 435, Sullivan, TN",3789,359
14000US47163043600,"Census Tract 436, Sullivan, TN",4777,443
14000US47165020101,"Census Tract 201.01, Sumner, TN",3647,306
14000US47165020102,"Census Tract 201.02, Sumner, TN",5279,752
14000US47165020203,"Census Tract 202.03, Sumner, TN",2604,271
14000US47165020204,"Census Tract 202.04, Sumner, TN",3755,535
14000US47165020205,"Census Tract 202.05, Sumner, TN",2987,352
14000US47165020206,"Census Tract 202.06, Sumner, TN",1668,545
14000US47165020207,"Census Tract 202.07, Sumner, TN",1815,207
14000US47165020208,"Census Tract 202.08, Sumner, TN",2563,315
14000US47165020209,"Census Tract 202.09, Sumner, TN",2321,534
14000US47165020300,"Census Tract 203, Sumner, TN",5261,488
14000US47165020403,"Census Tract 204.03, Sumner, TN",2130,316
14000US47165020404,"Census Tract 204.04, Sumner, TN",1953,287
14000US47165020405,"Census Tract 204.05, Sumner, TN",1995,247
14000US47165020406,"Census Tract 204.06, Sumner, TN",3741,494
14000US47165020407,"Census Tract 204.07, Sumner, TN",4966,423
14000US47165020501,"Census Tract 205.01, Sumner, TN",7316,696
14000US47165020502,"Census Tract 205.02, Sumner, TN",6155,525
14000US47165020503,"Census Tract 205.03, Sumner, TN",2845,465
14000US47165020601,"Census Tract 206.01, Sumner, TN",4026,621
14000US47165020602,"Census Tract 206.02, Sumner, TN",4918,652
14000US47165020603,"Census Tract 206.03, Sumner, TN",3151,336
14000US47165020700,"Census Tract 207, Sumner, TN",6308,674
14000US47165020800,"Census Tract 208, Sumner, TN",8257,1128
14000US47165020901,"Census Tract 209.01, Sumner, TN",1943,455
14000US47165020903,"Census Tract 209.03, Sumner, TN",3789,402
14000US47165020904,"Census Tract 209.04, Sumner, TN",3677,548
14000US47165020905,"Census Tract 209.05, Sumner, TN",3997,754
14000US47165021002,"Census Tract 210.02, Sumner, TN",7648,761
14000US47165021004,"Census Tract 210.04, Sumner, TN",4211,255
14000US47165021005,"Census Tract 210.05, Sumner, TN",5216,717
14000US47165021006,"Census Tract 210.06, Sumner, TN",4459,878
14000US47165021007,"Census Tract 210.07, Sumner, TN",4065,587
14000US47165021008,"Census Tract 210.08, Sumner, TN",6906,575
14000US47165021009,"Census Tract 210.09, Sumner, TN",5899,988
14000US47165021103,"Census Tract 211.03, Sumner, TN",6964,767
14000US47165021104,"Census Tract 211.04, Sumner, TN",1749,270
14000US47165021105,"Census Tract 211.05, Sumner, TN",6286,713
14000US47165021106,"Census Tract 211.06, Sumner, TN",4416,730
14000US47165021107,"Census Tract 211.07, Sumner, TN",6008,1097
14000US47165021201,"Census Tract 212.01, Sumner, TN",7306,964
14000US47165021203,"Census Tract 212.03, Sumner, TN",8394,957
14000US47165021204,"Census Tract 212.04, Sumner, TN",7148,618
14000US47165021205,"Census Tract 212.05, Sumner, TN",3294,548
14000US47167040100,"Census Tract 401, Tipton, TN",4901,692
14000US47167040200,"Census Tract 402, Tipton, TN",1937,278
14000US47167040302,"Census Tract 403.02, Tipton, TN",10545,410
14000US47167040303,"Census Tract 403.03, Tipton, TN",7007,808
14000US47167040304,"Census Tract 403.04, Tipton, TN",5892,702
14000US47167040400,"Census Tract 404, Tipton, TN",2638,286
14000US47167040500,"Census Tract 405, Tipton, TN",6281,567
14000US47167040601,"Census Tract 406.01, Tipton, TN",4988,677
14000US47167040602,"Census Tract 406.02, Tipton, TN",3211,490
14000US47167040700,"Census Tract 407, Tipton, TN",5023,505
14000US47167040800,"Census Tract 408, Tipton, TN",4186,462
14000US47167040900,"Census Tract 409, Tipton, TN",1550,326
14000US47167041000,"Census Tract 410, Tipton, TN",2709,464
14000US47169090100,"Census Tract 901, Trousdale, TN",8412,770
14000US47169090200,"Census Tract 902, Trousdale, TN",3051,770
14000US47171080100,"Census Tract 801, Unicoi, TN",2510,415
14000US47171080200,"Census Tract 802, Unicoi, TN",6137,543
14000US47171080300,"Census Tract 803, Unicoi, TN",5359,344
14000US47171080400,"Census Tract 804, Unicoi, TN",3885,440
14000US47173040101,"Census Tract 401.01, Union, TN",3926,448
14000US47173040102,"Census Tract 401.02, Union, TN",3168,535
14000US47173040201,"Census Tract 402.01, Union, TN",4111,354
14000US47173040202,"Census Tract 402.02, Union, TN",6045,742
14000US47173040300,"Census Tract 403, Union, TN",2347,445
14000US47175925000,"Census Tract 9250, Van Buren, TN",2855,317
14000US47175925200,"Census Tract 9252, Van Buren, TN",3228,317
14000US47177930100,"Census Tract 9301, Warren, TN",3026,384
14000US47177930201,"Census Tract 9302.01, Warren, TN",3313,472
14000US47177930202,"Census Tract 9302.02, Warren, TN",4471,785
14000US47177930300,"Census Tract 9303, Warren, TN",2794,477
14000US47177930400,"Census Tract 9304, Warren, TN",5259,646
14000US47177930500,"Census Tract 9305, Warren, TN",5033,469
14000US47177930600,"Census Tract 9306, Warren, TN",3831,606
14000US47177930700,"Census Tract 9307, Warren, TN",4991,539
14000US47177930800,"Census Tract 9308, Warren, TN",6058,745
14000US47177930900,"Census Tract 9309, Warren, TN",2025,313
14000US47179060100,"Census Tract 601, Washington, TN",3698,545
14000US47179060401,"Census Tract 604.01, Washington, TN",2349,535
14000US47179060402,"Census Tract 604.02, Washington, TN",3544,393
14000US47179060501,"Census Tract 605.01, Washington, TN",5150,746
14000US47179060503,"Census Tract 605.03, Washington, TN",2555,476
14000US47179060504,"Census Tract 605.04, Washington, TN",3954,560
14000US47179060601,"Census Tract 606.01, Washington, TN",3649,579
14000US47179060602,"Census Tract 606.02, Washington, TN",3995,604
14000US47179060700,"Census Tract 607, Washington, TN",1926,447
14000US47179060800,"Census Tract 608, Washington, TN",2619,378
14000US47179060901,"Census Tract 609.01, Washington, TN",3039,459
14000US47179060902,"Census Tract 609.02, Washington, TN",3150,666
14000US47179061000,"Census Tract 610, Washington, TN",1896,308
14000US47179061100,"Census Tract 611, Washington, TN",5022,801
14000US47179061200,"Census Tract 612, Washington, TN",3951,636
14000US47179061301,"Census Tract 613.01, Washington, TN",2699,560
14000US47179061302,"Census Tract 613.02, Washington, TN",5713,831
14000US47179061401,"Census Tract 614.01, Washington, TN",5011,561
14000US47179061403,"Census Tract 614.03, Washington, TN",5299,893
14000US47179061404,"Census Tract 614.04, Washington, TN",3667,891
14000US47179061500,"Census Tract 615, Washington, TN",7016,814
14000US47179061601,"Census Tract 616.01, Washington, TN",4794,611
14000US47179061603,"Census Tract 616.03, Washington, TN",5653,935
14000US47179061604,"Census Tract 616.04, Washington, TN",3925,462
14000US47179061701,"Census Tract 617.01, Washington, TN",6845,917
14000US47179061703,"Census Tract 617.03, Washington, TN",3018,422
14000US47179061704,"Census Tract 617.04, Washington, TN",4322,538
14000US47179061800,"Census Tract 618, Washington, TN",7043,1155
14000US47179061902,"Census Tract 619.02, Washington, TN",4938,527
14000US47179061903,"Census Tract 619.03, Washington, TN",3739,579
14000US47179061904,"Census Tract 619.04, Washington, TN",3708,730
14000US47179062000,"Census Tract 620, Washington, TN",4180,600
14000US47181950100,"Census Tract 9501, Wayne, TN",4813,516
14000US47181950200,"Census Tract 9502, Wayne, TN",5133,464
14000US47181950300,"Census Tract 9503, Wayne, TN",3498,363
14000US47181950400,"Census Tract 9504, Wayne, TN",2906,372
14000US47183968000,"Census Tract 9680, Weakley, TN",1048,129
14000US47183968101,"Census Tract 9681.01, Weakley, TN",3218,390
14000US47183968102,"Census Tract 9681.02, Weakley, TN",1900,288
14000US47183968201,"Census Tract 9682.01, Weakley, TN",4040,384
14000US47183968202,"Census Tract 9682.02, Weakley, TN",2167,648
14000US47183968203,"Census Tract 9682.03, Weakley, TN",2980,509
14000US47183968300,"Census Tract 9683, Weakley, TN",2538,255
14000US47183968400,"Census Tract 9684, Weakley, TN",4902,410
14000US47183968500,"Census Tract 9685, Weakley, TN",4705,538
14000US47183968600,"Census Tract 9686, Weakley, TN",3806,559
14000US47183968700,"Census Tract 9687, Weakley, TN",1644,229
14000US47185935000,"Census Tract 9350, White, TN",4188,446
14000US47185935100,"Census Tract 9351, White, TN",5720,645
14000US47185935200,"Census Tract 9352, White, TN",4271,619
14000US47185935300,"Census Tract 9353, White, TN",5182,529
14000US47185935400,"Census Tract 9354, White, TN",3791,575
14000US47185935500,"Census Tract 9355, White, TN",3982,526
14000US47187050102,"Census Tract 501.02, Williamson, TN",7916,912
14000US47187050103,"Census Tract 501.03, Williamson, TN",6602,907
14000US47187050104,"Census Tract 501.04, Williamson, TN",5057,495
14000US47187050105,"Census Tract 501.05, Williamson, TN",8639,894
14000US47187050204,"Census Tract 502.04, Williamson, TN",5893,593
14000US47187050205,"Census Tract 502.05, Williamson, TN",3360,439
14000US47187050206,"Census Tract 502.06, Williamson, TN",3239,522
14000US47187050207,"Census Tract 502.07, Williamson, TN",3851,346
14000US47187050209,"Census Tract 502.09, Williamson, TN",3504,244
14000US47187050210,"Census Tract 502.10, Williamson, TN",2394,441
14000US47187050211,"Census Tract 502.11, Williamson, TN",6889,683
14000US47187050212,"Census Tract 502.12, Williamson, TN",2243,760
14000US47187050303,"Census Tract 503.03, Williamson, TN",3557,424
14000US47187050304,"Census Tract 503.04, Williamson, TN",2637,235
14000US47187050305,"Census Tract 503.05, Williamson, TN",3177,573
14000US47187050306,"Census Tract 503.06, Williamson, TN",2046,224
14000US47187050307,"Census Tract 503.07, Williamson, TN",3871,565
14000US47187050403,"Census Tract 504.03, Williamson, TN",2111,277
14000US47187050404,"Census Tract 504.04, Williamson, TN",7082,862
14000US47187050405,"Census Tract 504.05, Williamson, TN",2971,364
14000US47187050406,"Census Tract 504.06, Williamson, TN",5729,661
14000US47187050502,"Census Tract 505.02, Williamson, TN",4041,494
14000US47187050503,"Census Tract 505.03, Williamson, TN",5987,696
14000US47187050504,"Census Tract 505.04, Williamson, TN",4674,474
14000US47187050601,"Census Tract 506.01, Williamson, TN",5674,1078
14000US47187050603,"Census Tract 506.03, Williamson, TN",3187,428
14000US47187050604,"Census Tract 506.04, Williamson, TN",9597,1053
14000US47187050701,"Census Tract 507.01, Williamson, TN",3875,464
14000US47187050702,"Census Tract 507.02, Williamson, TN",4909,859
14000US47187050801,"Census Tract 508.01, Williamson, TN",5237,855
14000US47187050802,"Census Tract 508.02, Williamson, TN",1129,233
14000US47187050904,"Census Tract 509.04, Williamson, TN",5043,513
14000US47187050905,"Census Tract 509.05, Williamson, TN",6407,688
14000US47187050906,"Census Tract 509.06, Williamson, TN",5717,751
14000US47187050907,"Census Tract 509.07, Williamson, TN",4750,361
14000US47187050908,"Census Tract 509.08, Williamson, TN",4250,534
14000US47187050909,"Census Tract 509.09, Williamson, TN",4528,572
14000US47187051001,"Census Tract 510.01, Williamson, TN",8675,938
14000US47187051002,"Census Tract 510.02, Williamson, TN",10750,995
14000US47187051100,"Census Tract 511, Williamson, TN",9304,911
14000US47187051203,"Census Tract 512.03, Williamson, TN",3006,406
14000US47187051204,"Census Tract 512.04, Williamson, TN",5947,1028
14000US47187051205,"Census Tract 512.05, Williamson, TN",7993,875
14000US47187051206,"Census Tract 512.06, Williamson, TN",7346,895
14000US47187051207,"Census Tract 512.07, Williamson, TN",7177,941
14000US47187051208,"Census Tract 512.08, Williamson, TN",10415,1432
14000US47189030102,"Census Tract 301.02, Wilson, TN",7349,1020
14000US47189030103,"Census Tract 301.03, Wilson, TN",2935,396
14000US47189030104,"Census Tract 301.04, Wilson, TN",2251,419
14000US47189030105,"Census Tract 301.05, Wilson, TN",3604,477
14000US47189030202,"Census Tract 302.02, Wilson, TN",9048,711
14000US47189030203,"Census Tract 302.03, Wilson, TN",7202,926
14000US47189030205,"Census Tract 302.05, Wilson, TN",1801,393
14000US47189030206,"Census Tract 302.06, Wilson, TN",5249,831
14000US47189030207,"Census Tract 302.07, Wilson, TN",2344,489
14000US47189030303,"Census Tract 303.03, Wilson, TN",5445,871
14000US47189030304,"Census Tract 303.04, Wilson, TN",6467,703
14000US47189030305,"Census Tract 303.05, Wilson, TN",5791,948
14000US47189030308,"Census Tract 303.08, Wilson, TN",5407,635
14000US47189030309,"Census Tract 303.09, Wilson, TN",6118,813
14000US47189030310,"Census Tract 303.10, Wilson, TN",7295,836
14000US47189030311,"Census Tract 303.11, Wilson, TN",2697,492
14000US47189030401,"Census Tract 304.01, Wilson, TN",2399,259
14000US47189030402,"Census Tract 304.02, Wilson, TN",4495,578
14000US47189030500,"Census Tract 305, Wilson, TN",7963,817
14000US47189030600,"Census Tract 306, Wilson, TN",4484,571
14000US47189030700,"Census Tract 307, Wilson, TN",3898,596
14000US47189030800,"Census Tract 308, Wilson, TN",6490,1113
14000US47189030904,"Census Tract 309.04, Wilson, TN",3928,460
14000US47189030905,"Census Tract 309.05, Wilson, TN",5571,807
14000US47189030906,"Census Tract 309.06, Wilson, TN",5393,947
14000US47189030907,"Census Tract 309.07, Wilson, TN",5378,601
14000US47189030908,"Census Tract 309.08, Wilson, TN",7876,970
14000US47189031000,"Census Tract 310, Wilson, TN",5870,716
